OBJECTID,COMMUNITY,STREET_NO_1,STREET_NO_2,STREET_NAME,NAME,HERITAGE_STATUS,DATE_HERITAGE,PART_IV,BYLAW_NO,PART_V,HCD_NAME,EASEMENT,WORK_PLAN
7193,Dundas,141,,MELVILLE ST,,Inventoried,,No,,No,,,No
7194,Hamilton,12,,LOCHEARNE ST,,Inventoried,1880,No,,No,,,No
7195,Hamilton,62,,GIBSON AVE,,Inventoried,,No,,No,,,No
7196,Hamilton,1,,PROSPECT ST S,,Inventoried,,No,,No,,,No
7197,Hamilton,49,,WILLIAM ST,,Inventoried,,No,,No,,,No
7198,Hamilton,187,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
7199,Flamborough,1484,,2ND CON RD W,,Inventoried,,No,,No,,,No
7200,Hamilton,152,,YOUNG ST,,Inventoried,,No,,No,,,No
7201,Hamilton,73,,WALNUT ST S,,Registered Non-Designated,1872,No,,No,,,No
7202,Hamilton,14,,BOLD ST,,Registered Non-Designated,1895,No,,No,,,No
7203,Hamilton,214,,JACKSON ST E,,Registered Non-Designated,1898,No,,No,,,No
7204,Dundas,,,OLD GUELPH RD,Royal Botanical Gardens,Inventoried,,No,,No,,,No
7205,Hamilton,174,,JAMES ST N,,Inventoried,,No,,No,,,No
7206,Flamborough,1427,,SAFARI RD,,Inventoried,,No,,No,,,No
7207,Hamilton,99,,FERRIE ST W,,Inventoried,,No,,No,,,No
7208,Flamborough,840,,VALENS RD,,Inventoried,1864,No,,No,,,No
7209,Hamilton,539,,JAMES ST N,,Inventoried,,No,,No,,,No
7210,Flamborough,219,,8TH CON RD E,,Inventoried,,No,,No,,,No
7211,Flamborough,1772,,2ND CON RD W,,Inventoried,1860,No,,No,,,No
7212,Hamilton,34,,RAILWAY ST,,Inventoried,,No,,No,,,No
7213,Hamilton,234,,KING ST E,Middleton Marble and Granite Company,Registered Non-Designated,1924,No,,No,,,No
7214,Glanbrook,8122,,WHITE CHURCH RD,,Inventoried,,No,,No,,,No
7215,Hamilton,9,,HILTON ST,,Registered Non-Designated,1920,No,,No,,,No
7216,Hamilton,1014,,KING ST W,Westdale Theatre,Designated,1935,Yes,18-098,No,,,Yes
7217,Hamilton,69,,HERKIMER ST,,Registered Non-Designated,1959,No,,No,,,No
7218,Flamborough,1366,,GREEN SPRING RD,,Inventoried,1857,No,,No,,,No
7219,Glanbrook,2553,,BINBROOK RD,Knox Presbyterian Church,Inventoried,1843,No,,No,,,No
7220,Hamilton,225,,JAMES ST N,,Inventoried,,No,,No,,,No
7221,Hamilton,227,,JAMES ST N,,Inventoried,,No,,No,,,No
7222,Hamilton,237,,MAIN ST E,,Inventoried,1955,No,,No,,,No
7223,Hamilton,42,,GROVE ST,,Inventoried,,No,,No,,,No
7224,Glanbrook,3100,,BINBROOK RD,,Inventoried,,No,,No,,,No
7225,Hamilton,117,,JOHN ST N,,Inventoried,1945,No,,No,,,No
7226,Flamborough,993,,4TH CON RD W,,Inventoried,,No,,No,,,No
7227,Hamilton,174,,RAY ST N,,Inventoried,,No,,No,,,No
7228,Flamborough,147,,HIGHWAY 8,,Inventoried,,No,,No,,,No
7229,Glanbrook,7164,,AIRPORT RD,,Inventoried,1858,No,,No,,,No
7230,Hamilton,160,,HUNTER ST E,,Inventoried,,No,,No,,,No
7231,Hamilton,243,,JACKSON ST W,Players' Guild of Hamilton,Inventoried,1900,No,,No,,,No
7232,Hamilton,98,,VICTORIA AVE N,,Inventoried,1850,No,,No,,,No
7233,Hamilton,4,,ROBINSON ST,,Registered Non-Designated,1952,No,,No,,,No
7234,Hamilton,158,,MARY ST,William Pring House,Designated,1855,Yes,87-246,No,,,No
7235,Hamilton,52,,CROOKS ST,,Inventoried,,No,,No,,,No
7236,Stoney Creek,988,,RIDGE RD,,Inventoried,1830,No,,No,,,No
7237,Hamilton,357,,BAY ST S,,Registered Non-Designated,1938,No,,No,,,No
7238,Hamilton,167,,CHARLTON AVE W,,Registered Non-Designated,1893,No,,No,,,No
7239,Hamilton,191,,FERGUSON AVE S,,Inventoried,,No,,No,,,No
7240,Dundas,77,,CREIGHTON RD,,Inventoried,1867,No,,No,,,No
7241,Dundas,1,,KING ST E,,Inventoried,1824,No,,No,,,No
7242,Stoney Creek,172,,SEVENTH RD E,Wood / Ferrell House,Designated,1840,Yes,3914-93,No,,,No
7243,Hamilton,118,,WILSON ST,Wilson Medical Centre,Inventoried,1880,No,,No,,,No
7244,Flamborough,1437,,2ND CON RD W,,Inventoried,1858,No,,No,,,No
7245,Hamilton,910,,KING ST E,,Inventoried,1900,No,,No,,,No
7246,Hamilton,84,86,JOHN ST S,,Registered Non-Designated,1876,No,,No,,,No
7247,Hamilton,877,,BEACH BLVD,,Designated,1910,No,00-135,Yes,Hamilton Beach,,No
7248,Dundas,68,,MAYFAIR AVE,,Inventoried,1959,No,,No,,,No
7249,Hamilton,107,,INCHBURY ST,Brick House,Inventoried,1880,No,,No,,,No
7250,Hamilton,30,,BAILLIE ST,,Inventoried,,No,,No,,,No
7251,Hamilton,279,,WENTWORTH ST N,,Inventoried,,No,,No,,,No
7252,Hamilton,70,,ARKLEDUN AVE,,Inventoried,,No,,No,,,No
7253,Flamborough,804,,OLD HIGHWAY 8,,Inventoried,,No,,No,,,No
7254,Hamilton,80,92,BARTON ST E,,Inventoried,1890,No,,No,,,No
7255,Stoney Creek,738,,BARTON ST,,Inventoried,1860,No,,No,,,No
7256,Hamilton,191,,YORK BLVD,Community Living Hamilton,Registered Non-Designated,1970,No,,No,,,No
7257,Hamilton,41,,CHARLTON AVE W,Residence,Registered Non-Designated,1912,No,,No,,,Yes
7258,Flamborough,143,,HIGHWAY 52,,Inventoried,1900,No,,No,,,No
7259,Hamilton,22,,RAVENSCLIFFE AVE,,Registered Non-Designated,1938,No,,No,,,No
7260,Hamilton,28,,BRUCE ST,,Registered Non-Designated,1913,No,,No,,,No
7261,Dundas,110,,HATT ST,,Inventoried,,No,,No,,,No
7262,Flamborough,27,,FALLSVIEW RD,,Inventoried,1960,No,,No,,,No
7263,Hamilton,71,,ERIE AVE,,Inventoried,,No,,No,,,No
7264,Hamilton,206,,RAY ST N,,Inventoried,,No,,No,,,No
7265,Hamilton,86,,BARNESDALE BLVD,,Inventoried,,No,,No,,,No
7266,Hamilton,90,,DUKE ST,,Inventoried,1965,No,,No,,,No
7267,Hamilton,118,,QUEEN ST S,,Inventoried,1868,No,,No,,,No
7268,Hamilton,131,,GRANT AVE,,Inventoried,,No,,No,,,No
7269,Hamilton,98,,PARK ST N,,Registered Non-Designated,1900,No,,No,,,No
7270,Hamilton,41,,NIGHTINGALE ST,,Inventoried,,No,,No,,,No
7271,Hamilton,17,,CAROLINE ST N,,Registered Non-Designated,1910,No,,No,,,No
7272,Hamilton,333,,MAIN ST W,,Inventoried,,No,,No,,,No
7273,Hamilton,144,,JAMES ST S,Stone Terrace,Designated,1854,Yes,95-116,No,,,No
7274,Flamborough,157,,PARKSIDE DR,,Inventoried,,No,,No,,,No
7275,Glanbrook,6297,,TWENTY RD,Hindu Samaj of Hamilton and Region,Inventoried,2003,No,,No,,,No
7276,Hamilton,107,,ONTARIO AVE,,Inventoried,,No,,No,,,No
7277,Ancaster,3612,,INDIAN TRAIL,,Inventoried,1845,No,,No,,,No
7278,Hamilton,120,,PARK ST N,,Registered Non-Designated,1850,No,,No,,,No
7279,Hamilton,160,,CHARLTON AVE W,,Registered Non-Designated,1871,No,,No,,,No
7280,Dundas,32,,SYDENHAM ST,,Inventoried,,No,,No,,,No
7281,Hamilton,390,,KING WILLIAM ST,St. John and St. Andrew Presbyterian Church,Inventoried,1977,No,,No,,,No
7282,Flamborough,393,,5TH CON RD W,,Inventoried,1848,No,,No,,,No
7283,Hamilton,202,,WILSON ST,,Registered Non-Designated,1895,No,,No,,,No
7284,Hamilton,188,,CANNON ST E,,Inventoried,1915,No,,No,,,No
7285,Hamilton,210,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
7286,Hamilton,98,,ONTARIO AVE,,Inventoried,,No,,No,,,No
7287,Hamilton,134,,ERIE AVE,,Inventoried,,No,,No,,,No
7288,Hamilton,91,,WELLINGTON ST N,Vally Place Apartment Building,Inventoried,,No,,No,,,No
7289,Stoney Creek,336,,FIFTY RD,,Inventoried,1902,No,,No,,,No
7290,Hamilton,201,,JAMES ST S,,Inventoried,,No,,No,,,No
7291,Flamborough,451,,CARLISLE RD,,Inventoried,1850,No,,No,,,No
7292,Hamilton,374,,KING ST E,Meakins and Sons Brush Factory,Inventoried,1890,No,,No,,,No
7293,Glanbrook,1062,,GOLF CLUB RD,Woodburn Hall,Designated,1898,Yes,17-275,No,,,Yes
7294,Glanbrook,,,HALL RD / WOODBURN RD,Double-Trunked Grafted Sugar Maple,Designated,1825,Yes,244-82,No,,,No
7295,Glanbrook,2657,,BINBROOK RD,,Inventoried,,No,,No,,,No
7296,Hamilton,172,,JAMES ST N,,Inventoried,,No,,No,,,No
7297,Hamilton,19,,WESANFORD PL,Wesanford Estate,Registered Non-Designated,1939,No,,No,,,No
7298,Hamilton,164,,PARK ST S,,Registered Non-Designated,,No,,No,,,No
7299,Hamilton,222,,JACKSON ST W,The Village Hill Condos,Registered Non-Designated,1976,No,,No,,,No
7300,Flamborough,28,30,HIGHWAY 8,Springhill/Hamilton Estate,Inventoried,1823,No,,No,,,No
7301,Hamilton,196,,VICTORIA AVE N,,Inventoried,,No,,No,,,No
7302,Hamilton,30,,UNDERMOUNT AVE,,Inventoried,1915,No,,No,,,No
7303,Flamborough,2192,,2ND CON RD W,,Inventoried,,No,,No,,,No
7304,Hamilton,94,,PARK ST N,,Registered Non-Designated,1903,No,,No,,,No
7305,Glanbrook,9867,,DICKENSON RD,,Inventoried,1848,No,,No,,,No
7306,Hamilton,207,,CAROLINE ST N,,Inventoried,,No,,No,,,No
7307,Hamilton,209,,CAROLINE ST N,,Inventoried,,No,,No,,,No
7308,Glanbrook,6295,,REGIONAL RD 13,,Inventoried,1880,No,,No,,,No
7309,Hamilton,21,,FOSTER ST,,Inventoried,1898,No,,No,,,No
7310,Hamilton,170,,JAMES ST N,,Inventoried,,No,,No,,,No
7311,Ancaster,558,,BOOK RD E,,Inventoried,1867,No,,No,,,No
7312,Hamilton,188,,HESS ST N,,Inventoried,,No,,No,,,No
7313,Hamilton,29,,BLYTHE ST,,Inventoried,,No,,No,,,No
7314,Dundas,22,,PARK ST W,,Inventoried,1870,No,,No,,,No
7315,Flamborough,877,,8TH CON RD W,,Inventoried,,No,,No,,,No
7316,Glanbrook,5080,,WHITE CHURCH RD,,Inventoried,1867,No,,No,,,No
7317,Stoney Creek,11,,MANOR PL,William Horton Jones House,Designated,1850,Yes,5002-99,No,,,No
7318,Hamilton,168,,YOUNG ST,,Inventoried,,No,,No,,,No
7319,Dundas,24,,KING ST E,,Inventoried,,No,,No,,,No
7320,Glanbrook,3084,,REGIONAL RD 56,,Inventoried,,No,,No,,,No
7321,Hamilton,21,,MELBOURNE ST,,Inventoried,1898,No,,No,,,No
7322,Hamilton,18,,CHARLTON AVE W,Eggshell Terrace,Registered Non-Designated,1876,No,,No,,,Yes
7323,Hamilton,258,260,HERKIMER ST,St. Joseph’s Roman Catholic Church,Inventoried,1894,No,,No,,,No
7324,Hamilton,84,,AUGUSTA ST,,Inventoried,,No,,No,,,No
7325,Hamilton,1257,,KING ST E,,Inventoried,1950,No,,No,,,No
7326,Hamilton,49,,SHEAFFE ST,,Inventoried,,No,,No,,,No
7327,Hamilton,253,,JACKSON ST W,,Inventoried,1876,No,,No,,,No
7328,Hamilton,337,,HUGHSON ST N,,Inventoried,,No,,No,,,No
7329,Hamilton,186,,HESS ST N,,Inventoried,,No,,No,,,No
7330,Glanbrook,2074,,BINBROOK RD,,Inventoried,1867,No,,No,,,No
7331,Hamilton,16,,MYRTLE AVE,,Inventoried,,,,,,,
7332,Hamilton,542,,MAIN ST E,,Inventoried,,,,,,,
7333,Hamilton,54,,JAMES ST N,Begg & Co. Clothing Store,Registered Non-Designated,1912,No,,No,,,No
7334,Dundas,227,,HATT ST,,Inventoried,1867,No,,No,,,No
7335,Hamilton,207,,JAMES ST N,,Inventoried,,No,,No,,,No
7336,Hamilton,211,,JAMES ST N,,Inventoried,,No,,No,,,No
7337,Hamilton,127,,REBECCA ST,,Registered Non-Designated,1895,No,,No,,,No
7338,Hamilton,568,,KING ST E,,Inventoried,1867,No,,No,,,No
7339,Ancaster,1939,,GOVERNORS RD,,Inventoried,1848,No,,No,,,No
7340,Hamilton,4,,GRANT AVE,,Inventoried,,No,,No,,,No
7341,Hamilton,1265,,KING ST E,,Inventoried,1950,No,,No,,,No
7342,Ancaster,528,,ALBERTON RD,Alberton Presbyterian Church,Inventoried,1878,No,,No,,,No
7343,Hamilton,433,,KING ST E,,Inventoried,,No,,No,,,No
7344,Hamilton,435,,KING ST E,,Inventoried,,No,,No,,,No
7345,Hamilton,34,,ONTARIO AVE,,Inventoried,,No,,No,,,No
7346,Hamilton,268,,JAMES ST S,Charles Counsell Home,Designated,1894,Yes,86-313,No,,,No
7347,Hamilton,135,,MARY ST,Good Shepherd Centres,Inventoried,1972,No,,No,,,No
7348,Hamilton,170,,EMERALD ST S,,Inventoried,,No,,No,,,No
7349,Hamilton,1305,,LIMERIDGE RD E,,Inventoried,,No,,No,,,No
7350,Hamilton,99,,ONTARIO AVE,,Inventoried,,No,,No,,,No
7351,Hamilton,190,,FOREST AVE,,Inventoried,,No,,No,,,No
7352,Stoney Creek,304,,HIGHWAY 8,St. Francis Xavier Roman Catholic Church,Inventoried,1958,No,,No,,,No
7353,Stoney Creek,322,,HIGHLAND RD E,,Inventoried,,No,,No,,,No
7354,Hamilton,119,,KING ST E,,Registered Non-Designated,1860,No,,No,,,No
7355,Hamilton,45,,MACAULAY ST W,,Inventoried,,No,,No,,,No
7356,Hamilton,45,,MACAULEY ST W,,Inventoried,,No,,No,,,No
7357,Stoney Creek,9,,FIFTY RD,,Inventoried,1880,No,,No,,,No
7358,Hamilton,17,,VICTORIA AVE N,,Inventoried,,No,,No,,,No
7359,Hamilton,192,,GRANT AVE,,Inventoried,,No,,No,,,No
7360,Flamborough,995,,BROCK RD,,Inventoried,,No,,No,,,No
7361,Hamilton,201,,JAMES ST N,,Inventoried,,No,,No,,,No
7362,Hamilton,32,,ERIE AVE,,Inventoried,,No,,No,,,No
7363,Flamborough,342,,8TH CON RD E,,Inventoried,1820,No,,No,,,No
7364,Hamilton,271,,KING WILLIAM ST,,Inventoried,,No,,No,,,No
7365,Hamilton,124,,YOUNG ST,,Inventoried,,No,,No,,,No
7366,Hamilton,34,,VICTORIA AVE N,,Inventoried,,No,,No,,,No
7367,Flamborough,140,,MILL ST N,Kitching-Steepe Funeral Home,Designated,1946,No,96-34-H,Yes,Mill Street,,No
7368,Flamborough,141,,MILL ST N,,Designated,1889,No,96-34-H,Yes,Mill Street,,No
7369,Hamilton,189,,HUGHSON ST S,,Registered Non-Designated,1890,No,,No,,,Yes
7370,Hamilton,19,,JOHN ST N,,Registered Non-Designated,,No,,No,,,No
7371,Flamborough,753,,SHEFFIELD RD,,Inventoried,,No,,No,,,No
7372,Flamborough,1358,,GREEN SPRING RD,,Inventoried,1850,No,,No,,,No
7373,Hamilton,237,,BARTON ST E,Hamilton General Hospital,Inventoried,,No,,No,,,No
7374,Hamilton,185,,WILSON ST,,Registered Non-Designated,1890,No,,No,,,No
7375,Hamilton,62,,ERIE AVE,,Inventoried,,No,,No,,,No
7376,Flamborough,698,,SAFARI RD,,Inventoried,,No,,No,,,No
7377,Hamilton,581,,KING ST W,,Inventoried,1880,No,,No,,,No
7378,Flamborough,,,HIGHWAY 8,Former Great Western Railway Line,Inventoried,1900,No,,No,,,No
7379,Hamilton,239,,QUEEN ST S,,Registered Non-Designated,1922,No,,No,,,No
7380,Hamilton,190,,GRANT AVE,,Inventoried,,No,,No,,,No
7381,Dundas,25,,BOND ST S,,Inventoried,1854,No,,No,,,No
7382,Hamilton,360,,BEACH RD,Lloyd George School,Inventoried,1918,No,,No,,,No
7383,Ancaster,558,,FIDDLER'S GREEN RD,,Inventoried,,No,,No,,,No
7384,Hamilton,145,,HERKIMER ST,,Registered Non-Designated,1888,No,,No,,,No
7385,Hamilton,207,,JACKSON ST E,,Registered Non-Designated,1900,No,,No,,,No
7386,Hamilton,54,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
7387,Ancaster,908,,SLOTE RD,,Inventoried,1850,No,,No,,,No
7388,Hamilton,521,,HUGHSON ST N,,Inventoried,,No,,No,,,No
7389,Flamborough,888,,BEEFORTH RD,,Inventoried,1867,No,,No,,,No
7390,Hamilton,68,,FERGUSON AVE S,,Registered Non-Designated,1870,No,,No,,,No
7391,Hamilton,189,,KING WILLIAM ST,Children's International Learning Centre,Inventoried,1890,No,,No,,,No
7392,Hamilton,49,,FERGUSON AVE N,Children's International Learning Centre,Inventoried,,No,,No,,,No
7393,Hamilton,191,,KING WILLIAM ST,,Inventoried,1890,No,,No,,,No
7394,Hamilton,99,101,JOHN ST S,,Registered Non-Designated,1873,No,,No,,,No
7395,Hamilton,306,,HESS ST S,,Registered Non-Designated,1895,No,,No,,,No
7396,Hamilton,440,,VICTORIA AVE N,Otis-Fensom Office Building,Inventoried,1929,No,,No,,,No
7397,Hamilton,111,,HUNTER ST E,,Registered Non-Designated,1875,No,,No,,,No
7398,Glanbrook,9720,,CHIPPEWA RD W,,Inventoried,1850,No,,No,,,No
7399,Flamborough,499,,CARLISLE RD,,Inventoried,1868,No,,No,,,No
7400,Hamilton,131,,QUEEN ST S,,Registered Non-Designated,1911,No,,No,,,No
7401,Stoney Creek,1165,,MUD ST E,,Inventoried,1860,No,,No,,,No
7402,Glanbrook,1375,,KIRK RD,,Inventoried,1840,No,,No,,,No
7403,Glanbrook,1321,,KIRK RD,,Inventoried,1910,No,,No,,,No
7404,Ancaster,347,,WILSON ST E,,Inventoried,1865,No,,No,,,No
7405,Ancaster,157,,BUTTER RD E,,Inventoried,1850,No,,No,,,No
7406,Hamilton,120,,ROBINSON ST,,Registered Non-Designated,1895,No,,No,,,No
7407,Stoney Creek,540,,MUD ST E,,Inventoried,,No,,No,,,No
7408,Hamilton,41,,HESS ST N,,Registered Non-Designated,1903,No,,No,,,No
7409,Flamborough,1670,,HIGHWAY 97,,Inventoried,1860,No,,No,,,No
7410,Hamilton,80,,ALANSON ST,,Inventoried,,No,,No,,,No
7411,Hamilton,1205,,MAIN ST E,,Inventoried,1950,No,,No,,,No
7412,Flamborough,2505,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
7413,Hamilton,209,,JAMES ST N,,Inventoried,,No,,No,,,No
7414,Hamilton,18,,HESS ST S,,Registered Non-Designated,1880,No,,No,,,No
7415,Hamilton,7,,PETER ST,Peace Church,Registered Non-Designated,1927,No,,No,,,No
7416,Hamilton,137,,GRANT AVE,,Inventoried,,No,,No,,,No
7417,Hamilton,101,,PARK ST N,,Registered Non-Designated,1910,No,,No,,,No
7418,Flamborough,1794,,10TH CON RD W,,Inventoried,1861,No,,No,,,No
7419,Flamborough,755,,CENTRE RD,,Inventoried,,No,,No,,,No
7420,Hamilton,219,,PARK ST S,,Inventoried,2007,No,,No,,,No
7421,Flamborough,943,,HWY 5 W,,Inventoried,1848,No,,No,,,No
7422,Hamilton,162,,QUEEN ST S,,Inventoried,1876,No,,No,,,No
7423,Hamilton,111,113,CHARLES ST,,Designated,1870,No,90-144,Yes,MacNab-Charles,,No
7424,Hamilton,69,,ERIE AVE,,Inventoried,,No,,No,,,No
7425,Hamilton,54,,WEST AVE S,,Inventoried,,No,,No,,,No
7426,Hamilton,163,,JACKSON ST W,Pinehurst,Designated,1850,Yes,03-052,No,,,No
7427,Hamilton,149,,FERGUSON AVE S,,Inventoried,,No,,No,,,No
7428,Hamilton,62,,EAST AVE S,,Inventoried,1860,No,,No,,,No
7429,Glanbrook,4440,,HIGHWAY 6,,Inventoried,1835,No,,No,,,No
7430,Hamilton,81,,OXFORD ST,,Inventoried,,No,,No,,,No
7431,Hamilton,52,,MARKLAND ST,,Designated,1907,No,94-184,Yes,Durand-Markland,,No
7432,Hamilton,244,,FOREST AVE,,Inventoried,1898,No,,No,,,No
7433,Stoney Creek,651,,HIGHWAY 8,Wesley United Church,Inventoried,1882,No,,No,,,No
7434,Hamilton,232,,FOREST AVE,,Inventoried,1898,No,,No,,,No
7435,Flamborough,40,,FLAMBORO ST,"St. Thomas Lofts; Former St. Thomas Roman Catholic",Inventoried,1914,No,,No,,,No
7436,Glanbrook,2665,,BINBROOK RD,Binbrook Dentistry,Inventoried,,No,,No,,,No
7437,Hamilton,213,,JAMES ST N,,Inventoried,,No,,No,,,No
7438,Flamborough,1960,,4TH CON RD W,,Inventoried,,No,,No,,,No
7439,Hamilton,123,,JACKSON ST W,,Registered Non-Designated,1875,No,,No,,,No
7440,Hamilton,30,,ERIE AVE,,Inventoried,,No,,No,,,No
7441,Flamborough,1058,,BROCK RD,,Inventoried,,No,,No,,,No
7442,Flamborough,691,,CROOKS HOLLOW RD,,Inventoried,,No,,No,,,No
7443,Hamilton,420,,JOHN ST N,,Inventoried,,No,,No,,,No
7444,Ancaster,4012,,GOVERNORS RD,,Inventoried,1850,No,,No,,,No
7445,Hamilton,87,,CROOKS ST,,Inventoried,,No,,No,,,No
7446,Flamborough,777,,LYNDEN RD,,Inventoried,,No,,No,,,No
7447,Hamilton,138,,ERIE AVE,,Inventoried,,No,,No,,,No
7448,Hamilton,230,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
7449,Flamborough,961,,8TH CON RD W,,Inventoried,,No,,No,,,No
7450,Hamilton,136,,AUGUSTA ST,,Inventoried,,No,,No,,,No
7451,Hamilton,47,,WOOD ST E,,Inventoried,,No,,No,,,No
7452,Hamilton,72,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
7453,Hamilton,176,,DELAWARE AVE,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
7454,Hamilton,133,,BREADALBANE ST,,Inventoried,1880,No,,No,,,No
7455,Flamborough,2,,UNION ST,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7456,Dundas,6,8,HATT ST,,Inventoried,1832,No,,No,,,No
7457,Flamborough,2503,,2ND CON RD W,,Inventoried,1840,No,,No,,,No
7458,Flamborough,787,,6TH CON RD W,,Inventoried,1850,No,,No,,,No
7459,Hamilton,234,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
7460,Hamilton,135,,MARKLAND ST,,Registered Non-Designated,,No,,No,,,No
7461,Hamilton,133,,MARKLAND ST,,Registered Non-Designated,1895,No,,No,,,No
7462,Flamborough,17,,UNION ST,,Designated,1926,No,96-34-H,Yes,Mill Street,,No
7463,Hamilton,151,,JOHN ST S,,Inventoried,,No,,No,,,No
7464,Hamilton,109,,CHARLES ST,,Designated,1870,No,90-144,Yes,MacNab-Charles,,No
7465,Dundas,241,,KING ST W,,Inventoried,,No,,No,,,No
7466,Hamilton,182,184,JACKSON ST E,"Grant Grocery; Butterfield Grocery",Registered Non-Designated,1850,No,,No,,,No
7467,Hamilton,64,,OXFORD ST,,Inventoried,,No,,No,,,No
7468,Stoney Creek,1035,,PARAMOUNT DR,Paramount Drive Alliance Church,Inventoried,1986,No,,No,,,No
7469,Hamilton,257,,MACNAB ST N,,Inventoried,,No,,No,,,No
7470,Dundas,12,,HATT ST,,Inventoried,1860,No,,No,,,No
7471,Hamilton,235,,HUNTER ST W,,Inventoried,1880,No,,No,,,No
7472,Hamilton,310,,MAIN ST W,,Inventoried,1900,No,,No,,,No
7473,Hamilton,264,,MACNAB ST S,,Designated,1870,No,94-184,Yes,Durand-Markland,,No
7474,Hamilton,263,,JOHN ST S,,Inventoried,,No,,No,,,No
7475,Dundas,109,,PARK ST W,,Inventoried,,No,,No,,,No
7476,Hamilton,132,,ST CLAIR AVE,,Designated,,No,86-125,Yes,St. Clair Avenue,,No
7477,Hamilton,7,,HESS ST N,,Registered Non-Designated,1870,No,,No,,,No
7478,Hamilton,2825,,KING ST E,,Inventoried,,No,,No,,,No
7479,Hamilton,26,,RAVENSCLIFFE AVE,Ravenscliffe / The Castle,Registered Non-Designated,1870,No,,No,,,No
7480,Glanbrook,3591,,CEMETERY RD,,Inventoried,,No,,No,,,No
7481,Hamilton,245,,BAY ST S,,Registered Non-Designated,1957,No,,No,,,No
7482,Stoney Creek,228,,RIDGE RD,Spera House,Designated,1874,Yes,4134-94,No,,,No
7483,Hamilton,179,,WILSON ST,,Registered Non-Designated,1871,No,,No,,,No
7484,Hamilton,2,,TUCKETT ST,,Inventoried,1846,No,,No,,,No
7485,Hamilton,13,15,KING ST E,Mills Building,Registered Non-Designated,1903,No,,No,,,No
7486,Glanbrook,1166,,WESTBROOK RD,,Inventoried,1867,No,,No,,,No
7487,Hamilton,127,,ROBINSON ST,,Registered Non-Designated,1870,No,,No,,,No
7488,Hamilton,60,,WALNUT ST S,,Inventoried,1969,No,,No,,,No
7489,Hamilton,27,,CANADA ST,,Inventoried,1880,No,,No,,,No
7490,Hamilton,65,,MURRAY ST W,,Inventoried,1900,No,,No,,,No
7491,Hamilton,279,,GROSVENOR AVE N,Templo Nueva Vida / New Life,Inventoried,1914,No,,No,,,No
7492,Flamborough,2371,,NORMAN RD,,Inventoried,,No,,No,,,No
7493,Hamilton,88,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
7494,Glanbrook,2173,,HIGHWAY 6,,Inventoried,1850,No,,No,,,No
7495,Hamilton,144,,CANNON ST E,,Registered Non-Designated,1878,No,,No,,,No
7496,Hamilton,103,,YOUNG ST,,Inventoried,,No,,No,,,No
7497,Dundas,14,,HATT ST,,Inventoried,1860,No,,No,,,No
7498,Glanbrook,3751,,HIGHWAY 6,,Inventoried,1830,No,,No,,,No
7499,Flamborough,530,,10TH CON RD E,,Inventoried,1911,No,,No,,,No
7500,Hamilton,180,,HERKIMER ST,,Inventoried,,No,,No,,,No
7501,Hamilton,232,,KING ST W,,Registered Non-Designated,1875,No,,No,,,No
7502,Flamborough,7,,FALLSVIEW RD,,Inventoried,1855,No,,No,,,No
7503,Flamborough,737,,MILLGROVE SD RD,,Inventoried,,No,,No,,,No
7504,Stoney Creek,341,,REGIONAL RD 20,,Inventoried,,No,,No,,,No
7505,Hamilton,27,,BRUCE ST,,Registered Non-Designated,1942,No,,No,,,No
7506,Hamilton,116,,EAST AVE S,,Inventoried,,No,,No,,,No
7507,Hamilton,634,,RYMAL RD W,Former Union School,Registered Non-Designated,1927,No,,No,,,Yes
7508,Hamilton,474,,BAY ST N,,Inventoried,,No,,No,,,No
7509,Hamilton,1208,,MAIN ST E,,Inventoried,1950,No,,No,,,No
7510,Hamilton,128,,INCHBURY ST,,Inventoried,1890,No,,No,,,No
7511,Hamilton,103,,JOHN ST S,Commons Building,Registered Non-Designated,1873,No,,No,,,No
7512,Flamborough,1689,,10TH CON RD W,,Inventoried,,No,,No,,,No
7513,Hamilton,116,,PARK ST N,,Registered Non-Designated,1870,No,,No,,,No
7514,Hamilton,114,,PARK ST N,,Registered Non-Designated,1870,No,,No,,,No
7515,Hamilton,165,,JAMES ST N,,Inventoried,,No,,No,,,No
7516,Hamilton,46,,ERIE AVE,,Inventoried,,No,,No,,,No
7517,Dundas,35,,CROSS ST,,Designated,1846,No,3899-90,Yes,Cross-Melville,,No
7518,Hamilton,11,,RAVENSCLIFFE AVE,,Registered Non-Designated,1917,No,,No,,,No
7519,Flamborough,851,,6TH CON RD W,,Inventoried,,No,,No,,,No
7520,Hamilton,1760,,KING ST E,,Inventoried,1840,No,,No,,,No
