OBJECTID,COMMUNITY,STREET_NO_1,STREET_NO_2,STREET_NAME,NAME,HERITAGE_STATUS,DATE_HERITAGE,PART_IV,BYLAW_NO,PART_V,HCD_NAME,EASEMENT,WORK_PLAN
7521,Hamilton,208,,CHARLTON AVE E,,Inventoried,,No,,No,,,No
7522,Flamborough,3,,KIRBY AVE,,Inventoried,1820,No,,No,,,No
7523,Ancaster,2,,FIELD RD,,Inventoried,1797,No,,No,,,No
7524,Hamilton,105,,ERIE AVE,,Registered Non-Designated,1893,No,,No,,,Yes
7525,Glanbrook,3084,,BINBROOK RD,,Inventoried,,No,,No,,,No
7526,Hamilton,367,,MACNAB ST N,,Inventoried,,No,,No,,,No
7527,Hamilton,511,,HUGHSON ST N,,Inventoried,,No,,No,,,No
7528,Flamborough,198,,11TH CON RD E,,Inventoried,,No,,No,,,No
7529,Hamilton,209,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
7530,Hamilton,265,,MACNAB ST N,,Inventoried,,No,,No,,,No
7531,Hamilton,401,,KING ST E,,Inventoried,,No,,No,,,No
7532,Hamilton,70,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
7533,Hamilton,34,36,HESS ST S,Former Semi-detached Residence,Designated,1853,Yes,03-211,No,,,No
7534,Hamilton,573,577,BARTON ST E,Colonial Block,Inventoried,1910,No,,No,,,No
7535,Hamilton,227,,FERGUSON AVE S,Corktown 5-unit Residential Terrace,Designated,1894,Yes,90-89,No,,,No
7536,Flamborough,2066,,ANSLIE RD,,Inventoried,1800,No,,No,,,No
7537,Stoney Creek,441,,BARTON ST,,Inventoried,1890,No,,No,,,No
7538,Hamilton,122,,HUGHSON ST S,,Inventoried,,No,,No,,,No
7539,Glanbrook,2028,,HIGHWAY 6,,Inventoried,,No,,No,,,No
7540,Stoney Creek,11,,MAPLE DR,,Inventoried,1834,No,,No,,,No
7541,Hamilton,215,,JACKSON ST W,,Inventoried,1957,No,,No,,,No
7542,Hamilton,16,,WINDSOR ST,,Inventoried,,No,,No,,,No
7543,Hamilton,109,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
7544,Hamilton,235,,KING ST W,,Inventoried,1950,No,,No,,,No
7545,Stoney Creek,1400,,HIGHWAY 8,,Inventoried,1873,No,,No,,,No
7546,Hamilton,39,,INGLEWOOD DR,,Registered Non-Designated,1951,No,,No,,,No
7547,Hamilton,43,,BARTON ST W,,Inventoried,,No,,No,,,No
7548,Flamborough,375,,5TH CON RD W,Millgrove School,Inventoried,1915,No,,No,,,No
7549,Flamborough,13,,UNION ST,,Designated,1852,No,96-34-H,Yes,Mill Street,,No
7550,Flamborough,20,,UNION ST,,Designated,1900,No,96-34-H,Yes,Mill Street,,No
7551,Flamborough,23,,UNION ST,,Designated,1912,No,96-34-H,Yes,Mill Street,,No
7552,Flamborough,21,,MILL ST N,Waterdown Alliance Church,Designated,1865,No,96-34-H,Yes,Mill Street,,No
7553,Flamborough,24,,MILL ST N,The Village Craft Shoppe,Designated,1900,No,96-34-H,Yes,Mill Street,,No
7554,Flamborough,34,,MILL ST N,,Designated,1867,No,96-34-H,Yes,Mill Street,,No
7555,Hamilton,92,94,MACNAB ST N,,Registered Non-Designated,1890,No,,No,,,No
7556,Hamilton,92,,MACNAB ST N,"Dean's Hotel; Royal Hotel; Royal House",Inventoried,1890,No,,No,,,No
7557,Hamilton,257,,HESS ST S,,Registered Non-Designated,1935,No,,No,,,No
7558,Hamilton,104,,GRANT AVE,,Inventoried,,No,,No,,,No
7559,Hamilton,951,953,KING ST E,,Inventoried,,No,,No,,,No
7560,Glanbrook,145,,HALL RD,,Inventoried,1880,No,,No,,,No
7561,Hamilton,395,,HESS ST S,,Inventoried,1951,No,,No,,,No
7562,Hamilton,539,,BARTON ST E,,Inventoried,,,,,,,
7563,Hamilton,535,537,BARTON ST E,,Inventoried,1930,,,,,,
7564,Ancaster,224,,ROBINA RD,Stanley Roscoe House,Registered Non-Designated,1955,,,,,,
7565,Flamborough,9,,MARGARET ST,Waterdown Union Cemetery,Inventoried,,,,,,,
7566,Hamilton,366,,VICTORIA AVE N,Former Cataract Power Co. Building,Inventoried,1894,No,,No,,,No
7567,Flamborough,24,,UNION ST,,Designated,1870,No,96-34-H,Yes,Mill Street,,No
7568,Flamborough,357,,DUNDAS ST E,,Inventoried,1917,No,,No,,,No
7569,Flamborough,348,,DUNDAS ST E,Raycroft Cottage,Inventoried,1860,No,,No,,,No
7570,Flamborough,37,,MILL ST N,,Designated,1895,No,96-34-H,Yes,Mill Street,,No
7571,Flamborough,40,,MILL ST N,Nicholson & Stetler Jam Factory,Designated,1867,No,96-34-H,Yes,Mill Street,,No
7572,Flamborough,43,,MILL ST N,Robson Cottage,Designated,1850,No,96-34-H,Yes,Mill Street,,No
7573,Dundas,18,,MELVILLE ST,,Designated,1951,No,3899-90,Yes,Cross-Melville,,No
7574,Glanbrook,8429,,ENGLISH CHURCH RD,,Inventoried,1916,No,,No,,,No
7575,Hamilton,540,,FERGUSON AVE N,,Inventoried,,No,,No,,,No
7576,Hamilton,16,,MULBERRY ST,,Inventoried,,No,,No,,,No
7577,Hamilton,100,,GRANT AVE,,Inventoried,,No,,No,,,No
7578,Dundas,29,,SOUTH ST W,,Inventoried,1867,No,,No,,,No
7579,Hamilton,124,,WENTWORTH ST S,,Inventoried,,No,,No,,,No
7580,Glanbrook,3219,,GOLF CLUB RD,,Inventoried,,No,,No,,,No
7581,Flamborough,228,,DUNDAS ST E,St. Thomas Roman Catholic Cemetery,Inventoried,,,,,,,
7582,Flamborough,27,,WELLINGTON ST,,Inventoried,1910,,,,,,
7583,Flamborough,42,,NELSON ST,,Inventoried,1857,,,,,,
7584,Flamborough,33,,NELSON ST,,Inventoried,,,,,,,
7585,Flamborough,36,,UNION ST,Eastwood House,Designated,1870,No,96-34-H,Yes,Mill Street,,No
7586,Flamborough,40,,UNION ST,,Designated,1850,No,96-34-H,Yes,Mill Street,,No
7587,Flamborough,2,,GRIFFIN ST,,Designated,1910,No,96-34-H,Yes,Mill Street,,No
7588,Flamborough,4,,GRIFFIN ST,,Designated,1927,No,96-34-H,Yes,Mill Street,,No
7589,Flamborough,47,,MILL ST N,,Designated,1889,No,96-34-H,Yes,Mill Street,,No
7590,Flamborough,51,,MILL ST N,,Designated,1910,No,96-34-H,Yes,Mill Street,,No
7591,Flamborough,50,,MILL ST N,"Cook House; Creen House",Designated,1865,Yes,82-81-H,No,,,No
7592,Hamilton,1000,,MAIN ST E,Gage Park,Registered Non-Designated,,No,,No,,,Yes
7593,Dundas,27,,KING ST E,,Inventoried,,No,,No,,,No
7594,Hamilton,130,,JAMES ST N,,Registered Non-Designated,1887,No,,No,,,No
7595,Flamborough,103,,MILL ST N,,Designated,1939,No,96-34-H,Yes,Mill Street,,No
7596,Flamborough,107,,MILL ST N,,Designated,1855,No,96-34-H,Yes,Mill Street,,No
7597,Flamborough,108,,MILL ST N,Wilson House,Designated,1900,No,96-34-H,Yes,Mill Street,,No
7598,Flamborough,8,,GRIFFIN ST,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7599,Flamborough,293,,DUNDAS ST E,,Inventoried,1926,,,,,,
7600,Flamborough,340,,DUNDAS ST E,Eager House,Inventoried,1867,No,,No,,,No
7601,Flamborough,55,,MILL ST N,,Designated,1881,No,96-34-H,Yes,Mill Street,,No
7602,Flamborough,61,,MILL ST N,"Parsonage; F.M. Cairns House",Designated,1921,No,96-34-H,Yes,Mill Street,,No
7603,Flamborough,66,,MILL ST N,,Designated,1925,No,96-34-H,Yes,Mill Street,,No
7604,Flamborough,69,,MILL ST N,,Designated,1910,No,96-34-H,Yes,Mill Street,,No
7605,Hamilton,134,,JAMES ST N,,Registered Non-Designated,1887,No,,No,,,No
7606,Hamilton,314,,CAROLINE ST S,,Registered Non-Designated,1870,No,,No,,,No
7607,Flamborough,512,,8TH CON RD E,Josling Farm,Inventoried,1864,No,,No,,,No
7608,Hamilton,71,,VICTORIA AVE N,,Inventoried,,No,,No,,,No
7609,Hamilton,376,,JACKSON ST W,,Inventoried,1875,No,,No,,,No
7610,Hamilton,180,,DUKE ST,,Registered Non-Designated,1900,No,,No,,,No
7611,Flamborough,116,,MILL ST N,,Designated,1920,No,96-34-H,Yes,Mill Street,,No
7612,Flamborough,122,,MILL ST N,,Designated,1900,No,96-34-H,Yes,Mill Street,,No
7613,Flamborough,127,,MILL ST N,,Designated,1916,No,96-34-H,Yes,Mill Street,,No
7614,,1141,,BURLINGTON ST E,Procter & Gamble Company,Inventoried,,,,,,,
7615,Hamilton,858,,BURLINGTON ST E,Baynes Carriage Company,Inventoried,1900,,,,,,
7616,Hamilton,400,,WELLINGTON ST N,,Inventoried,1929,,,,,,
7617,Hamilton,268,,SHERMAN AVE N,"Dominion Belting Co. Ltd; C. E. Elliott & Sons Ltd.",Inventoried,1902,,,,,,
7618,,275,,SHERMAN AVE N,Brown Boggs,Inventoried,1915,,,,,,
7619,,1575,,BARTON ST E,Coca-Cola,Inventoried,,,,,,,
7620,Hamilton,390,400,GAGE AVE N,Hamilton Bridge Works Co. Ltd. - East End Plant,Inventoried,1900,,,,,,
7621,Flamborough,72,,MILL ST N,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7622,Flamborough,73,,MILL ST N,Walnut Shade,Designated,1850,No,96-34-H,Yes,Mill Street,,No
7623,Flamborough,76,,MILL ST N,,Designated,1910,No,96-34-H,Yes,Mill Street,,No
7624,Flamborough,994,,SAFARI RD,,Inventoried,,No,,No,,,No
7625,Flamborough,1803,,4TH CON RD W,,Inventoried,,No,,No,,,No
7626,Hamilton,130,154,KING ST E,Effort Square,Registered Non-Designated,1965,No,,No,,,No
7627,Flamborough,130,,MILL ST N,,Designated,1900,No,96-34-H,Yes,Mill Street,,No
7628,Hamilton,,,MULBERRY ST,Historic HWW Maintenance Cover,Registered Non-Designated,1859,No,,No,,,No
7629,Hamilton,,,ROBERT ST,Historic HWW Maintenance Cover,Registered Non-Designated,1859,No,,No,,,
7630,Flamborough,100,,SUNNYCROFT COURT,,Inventoried,1924,,,,,,
7631,Flamborough,6,,WEBSTERS FALLS RD,Webster House,Registered Non-Designated,1810,No,,No,,,Yes
7632,Hamilton,416,,ABERDEEN AVE,Aberdeen Substation,Inventoried,1937,,,,,,
7633,Hamilton,96,,KENILWORTH AVE S,Kenilworth Substation,Inventoried,1937,,,,,,
7634,Ancaster,372,,BUTTER RD W,Andrew Sloss House,Designated,1855,Yes,85-39,No,,,No
7635,Flamborough,80,,MILL ST N,Knox Presbyterian Church,Designated,1853,No,96-34-H,Yes,Mill Street,,No
7636,Flamborough,81,,MILL ST N,,Designated,1875,No,96-34-H,Yes,Mill Street,,No
7637,Flamborough,94,,MILL ST N,,Designated,1895,No,96-34-H,Yes,Mill Street,,No
7638,Dundas,397,,KING ST W,Dundas District Lofts,Designated,1929,No,,No,,Mun,No
7639,Hamilton,319,,CAROLINE ST S,,Inventoried,1870,No,,No,,,No
7640,Flamborough,508,,OFIELD RD N,,Inventoried,,No,,No,,,No
7641,Flamborough,135,,MILL ST N,,Designated,1916,No,96-34-H,Yes,Mill Street,,No
7642,Flamborough,182,,MAIN ST N,Grace Anglican Church and Parsonage,Designated,1860,No,96-34-H,Yes,Mill Street,,No
7643,Flamborough,1,,MAIN ST N,"Former Kirk Hotel; Royal Coachman",Inventoried,1870,No,,No,,,No
7644,Flamborough,298,,DUNDAS ST E,"Former Methodist Church; Maycock House",Inventoried,1850,No,,No,,,No
7645,Flamborough,99,,MILL ST N,,Designated,1900,No,96-34-H,Yes,Mill Street,,No
7646,Flamborough,33,,JOHN ST E,Robert Carson House,Designated,1870,No,96-34-H,Yes,Mill Street,,No
7647,Flamborough,38,,JOHN ST E,Ferdinand Slater House,Designated,1914,No,96-34-H,Yes,Mill Street,,No
7648,Flamborough,419,,MOUNTSBERG RD,,Inventoried,1843,No,,No,,,No
7649,Hamilton,132,,JAMES ST N,,Registered Non-Designated,1887,No,,No,,,No
7650,Hamilton,136,,JAMES ST N,,Registered Non-Designated,1887,No,,No,,,No
7651,Flamborough,146,,MILL ST N,Kitching-Steepe Funeral Home,Designated,1910,No,96-34-H,Yes,Mill Street,,No
7652,Flamborough,154,,MILL ST N,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7653,Flamborough,160,,MILL ST N,,Designated,1945,No,96-34-H,Yes,Mill Street,,No
7654,Flamborough,62,,MILL ST N,Philp House,Designated,1867,No,96-34-H,Yes,Mill Street,,No
7655,Flamborough,10,,NELSON ST,,Inventoried,1900,,,,,,
7656,Flamborough,94,,VICTORIA ST,,Inventoried,1871,,,,,,
7657,Flamborough,356,358,DUNDAS ST E,Reid House,Inventoried,1876,,,,,,
7658,Hamilton,414,,VICTORIA AVE N,Canadian Otis Elevator Company,Inventoried,1929,,,,,,
7659,Hamilton,480,,KENILWORTH AVE N,Austin Motor Company Canada Ltd,Inventoried,1915,,,,,,
7660,Flamborough,45,,JOHN ST E,Henry Slater House,Designated,1905,No,96-34-H,Yes,Mill Street,,No
7661,Flamborough,324,,DUNDAS ST E,The American Hotel,Designated,1835,No,96-34-H,Yes,Mill Street,,No
7662,Hamilton,153,,BAY ST N,,Inventoried,,No,,No,,,No
7663,Hamilton,585,,BEACH BLVD,,Inventoried,,No,,No,,,No
7664,Hamilton,26,,JOHN ST N,,Registered Non-Designated,1858,No,,No,,,No
7665,Flamborough,168,,MILL ST N,,Designated,1895,No,96-34-H,Yes,Mill Street,,No
7666,Flamborough,188,,MILL ST N,,Designated,1880,No,96-34-H,Yes,Mill Street,,No
7667,Flamborough,200,,MAIN ST N,Mary Hopkins Elementary School,Designated,1921,No,96-34-H,Yes,Mill Street,,No
7668,Flamborough,217,,MILL ST N,,Inventoried,1910,No,,No,,,No
7669,Hamilton,20,,MYLER ST,Former Canadian Westinghouse Complex,Inventoried,1911,,,,,,
7670,Hamilton,711,,BARTON ST E,Staropolskie Delikatesy,Inventoried,1912,,,,,,
7671,Hamilton,525,,BARTON ST E,The Trocadero,Inventoried,1890,,,,,,
7672,Hamilton,779,783,BARTON ST E,,Inventoried,1910,,,,,,
7673,Hamilton,778,,BARTON ST E,,Inventoried,1949,,,,,,
7674,Hamilton,771,773,BARTON ST E,,Inventoried,1920,,,,,,
7675,Hamilton,772,,BARTON ST E,,Inventoried,1931,,,,,,
7676,Hamilton,777,,BARTON ST E,,Inventoried,1910,,,,,,
7677,Hamilton,775,,BARTON ST E,,Inventoried,1915,,,,,,
7678,Dundas,125,,MELVILLE ST,,Inventoried,,,,,,,
7679,Dundas,70,,MELVILLE ST,Powell House,Inventoried,,,,,,,
7680,Dundas,117,,MELVILLE ST,,Inventoried,,,,,,,
7681,Dundas,286,288,KING ST W,,Inventoried,,,,,,,
7682,Hamilton,303,,OTTAWA ST N,,Inventoried,,,,,,,
7683,Hamilton,299,,OTTAWA ST N,,Inventoried,,,,,,,
7684,Hamilton,293,,OTTAWA ST N,,Inventoried,,,,,,,
7685,Hamilton,275,277,OTTAWA ST N,Newman's Building,Inventoried,,,,,,,
7686,Hamilton,223,,OTTAWA ST N,,Inventoried,,,,,,,
7687,Hamilton,209,211,OTTAWA ST N,,Inventoried,,,,,,,
7688,Hamilton,203,,OTTAWA ST N,,Inventoried,,,,,,,
7689,Hamilton,191,193,OTTAWA ST N,,Inventoried,,,,,,,
7690,Hamilton,179,183,OTTAWA ST N,,Inventoried,,,,,,,
7691,Hamilton,2,6,OTTAWA ST N,Leander Building,Inventoried,,,,,,,
7692,Hamilton,8,12,OTTAWA ST N,,Inventoried,,,,,,,
7693,Hamilton,105,125,MAIN ST E,Effort Square,Registered Non-Designated,1965,No,,No,,,No
7694,Hamilton,,,BEACH BLVD,,Designated,,No,00-135,Yes,Hamilton Beach,,No
7695,Hamilton,178,,EMERALD ST S,,Inventoried,,No,,No,,,No
7696,Flamborough,43,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
7697,Flamborough,142,,MAIN ST N,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7698,Flamborough,143,,MAIN ST N,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7699,Flamborough,155,,MAIN ST N,Crimson Maples,Designated,1925,No,96-34-H,Yes,Mill Street,,No
7700,Hamilton,770,,BARTON ST E,,Inventoried,1935,,,,,,
7701,Hamilton,767,769,BARTON ST E,,Inventoried,1930,,,,,,
7702,Hamilton,765,,BARTON ST E,,Inventoried,1930,,,,,,
7703,Hamilton,756,,BARTON ST E,,Inventoried,1947,,,,,,
7704,Hamilton,762,,BARTON ST E,,Inventoried,1947,,,,,,
7705,Hamilton,754,,BARTON ST E,Former Legion Hall No. 315,Inventoried,1946,,,,,,
7706,Hamilton,755,,BARTON ST E,,Inventoried,1930,,,,,,
7707,Hamilton,751,,BARTON ST E,,Inventoried,1928,,,,,,
7708,Hamilton,749,,BARTON ST E,Former Bowling Alley,Inventoried,1930,,,,,,
7709,Hamilton,749,,BARTON ST E,,Inventoried,1940,,,,,,
7710,Hamilton,112,,OTTAWA ST N,Ulster Building,Inventoried,,,,,,,
7711,Hamilton,148,,OTTAWA ST N,,Inventoried,,,,,,,
7712,Hamilton,210,214,OTTAWA ST N,,Inventoried,,,,,,,
7713,Hamilton,244,,OTTAWA ST N,,Inventoried,,,,,,,
7714,Hamilton,246,,OTTAWA ST N,,Inventoried,,,,,,,
7715,Hamilton,262,,OTTAWA ST N,,Inventoried,,,,,,,
7716,Hamilton,290,,OTTAWA ST N,,Inventoried,,,,,,,
7717,Hamilton,292,,OTTAWA ST N,,Inventoried,,,,,,,
7718,Hamilton,294,,OTTAWA ST N,,Inventoried,,,,,,,
7719,Hamilton,298,302,OTTAWA ST N,,Inventoried,,,,,,,
7720,Hamilton,308,,OTTAWA ST N,,Inventoried,,,,,,,
7721,Hamilton,1088,1092,OTTAWA ST N,,Inventoried,,,,,,,
7722,Hamilton,130,,JOHN ST N,,Registered Non-Designated,1900,No,,No,,,No
7723,Dundas,544,,GOVERNORS RD,,Inventoried,1930,No,,No,,,No
7724,Flamborough,2056,,CENTRE RD,,Inventoried,1904,No,,No,,,No
7725,Flamborough,2052,,CENTRE RD,,Inventoried,1871,No,,No,,,No
7726,Flamborough,264,,MOUNTSBERG RD,,Inventoried,1910,No,,No,,,No
7727,Hamilton,252,,DUNDURN ST S,,Inventoried,1899,No,,No,,,No
7728,Flamborough,1,,JOHN ST E,,Designated,1910,No,96-34-H,Yes,Mill Street,,No
7729,Flamborough,7,,JOHN ST E,,Designated,1880,No,96-34-H,Yes,Mill Street,,No
7730,Flamborough,13,,JOHN ST E,,Designated,1880,No,96-34-H,Yes,Mill Street,,No
7731,Hamilton,623,,UPPER JAMES ST,,Inventoried,,No,,No,,,No
7732,Hamilton,750,,BARTON ST E,,Inventoried,1932,,,,,,
7733,Hamilton,746,,BARTON ST E,Former Ukrainian Parish Hall,Inventoried,1937,,,,,,
7734,Hamilton,745,,BARTON ST E,,Inventoried,,,,,,,
7735,Hamilton,737,,BARTON ST E,Former Prince Edward Tavern,Inventoried,1930,,,,,,
7736,Hamilton,723,,BARTON ST E,,Inventoried,1910,,,,,,
7737,Hamilton,725,,BARTON ST E,,Inventoried,1910,,,,,,
7738,Hamilton,727,,BARTON ST E,,Inventoried,1910,,,,,,
7739,Hamilton,729,,BARTON ST E,,Inventoried,1910,,,,,,
7740,Flamborough,325,,DUNDAS ST E,Stock Building,Designated,1860,No,96-34-H,Yes,Mill Street,,No
7741,Flamborough,327,,DUNDAS ST E,Reid's Harness Shop,Designated,1850,No,96-34-H,Yes,Mill Street,,No
7742,Hamilton,672,,SANATORIUM RD,Patterson Building,Registered Non-Designated,1932,No,,No,,,Yes
7743,Hamilton,124,,EAST AVE S,,Inventoried,,No,,No,,,No
7744,Hamilton,116,,ONTARIO AVE,,Inventoried,,No,,No,,,No
7745,Flamborough,10,,FIRST ST,Balgownie,Inventoried,1909,No,,No,,,No
7746,Hamilton,274,,SHERMAN AVE N,Wallace Barnes Company Building,Inventoried,1921,No,,No,,,No
7747,Hamilton,208,,HILLYARD ST,Oliver Chilled Plow Works Office,Inventoried,,,,,,,
7748,Flamborough,2339,,5TH CON RD W,Sheffield Community Hall,Inventoried,1877,,,,,,
7749,Flamborough,19,,JOHN ST E,David Marshall House,Designated,1870,No,96-34-H,Yes,Mill Street,,No
7750,Flamborough,32,,JOHN ST E,Dorkin House,Designated,1870,No,96-34-H,Yes,Mill Street,,No
7751,Hamilton,731,,BARTON ST E,,Inventoried,1910,,,,,,
7752,Hamilton,695,701,BARTON ST E,,Inventoried,1910,,,,,,
7753,Hamilton,691,,BARTON ST E,,Inventoried,1937,,,,,,
7754,Hamilton,703,705,BARTON ST E,,Inventoried,1925,,,,,,
7755,Hamilton,689,,BARTON ST E,,Inventoried,1946,,,,,,
7756,Hamilton,687,,BARTON ST E,,Inventoried,1935,,,,,,
7757,Hamilton,685,,BARTON ST E,,Inventoried,1910,,,,,,
7758,Hamilton,675,681,BARTON ST E,,Inventoried,1910,,,,,,
7759,Hamilton,668,,BARTON ST E,,Inventoried,1910,,,,,,
7760,Hamilton,663,,BARTON ST E,,Inventoried,1910,,,,,,
7761,Flamborough,5,,MILL ST S,"Eager's General Store; Weeks Block",Designated,1842,No,96-34-H,Yes,Mill Street,,No
7762,Flamborough,19,,MILL ST S,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7763,Hamilton,231,,GAGE AVE N,Former Carr Fastener Company Building,Inventoried,1919,,,,,,
7764,Hamilton,207,,RAY ST N,,Inventoried,1860,,,,,,
7765,Hamilton,644,646,BARTON ST E,Casa d'Italia,Inventoried,1936,,,,,,
7766,Hamilton,641,,BARTON ST E,,Inventoried,1942,,,,,,
7767,Hamilton,637,639,BARTON ST E,,Inventoried,1915,,,,,,
7768,Hamilton,635,,BARTON ST E,,Inventoried,1915,,,,,,
7769,Hamilton,633,,BARTON ST E,,Inventoried,1889,,,,,,
7770,Hamilton,642,,BARTON ST E,,Inventoried,1910,,,,,,
7771,Hamilton,632,,BARTON ST E,Former Waverley Hotel,Inventoried,1900,,,,,,
7772,Flamborough,22,,MILL ST S,Davies House,Designated,1910,No,96-34-H,Yes,Mill Street,,No
7773,Flamborough,26,,MILL ST S,Terryberry Cottage,Designated,1850,No,96-34-H,Yes,Mill Street,,No
7774,Flamborough,27,,MILL ST S,,Designated,1900,No,96-34-H,Yes,Mill Street,,No
7775,Hamilton,659,661,BARTON ST E,,Inventoried,1910,,,,,,
7776,Hamilton,662,,BARTON ST E,,Inventoried,1948,,,,,,
7777,Hamilton,658,660,BARTON ST E,Perkins Block,Inventoried,1926,,,,,,
7778,Flamborough,289,,DUNDAS ST E,Smith - Carson House,Inventoried,1895,No,,No,,,No
7779,Flamborough,292,,DUNDAS ST E,Maple Lawn,Inventoried,1860,No,,No,,,No
7780,Flamborough,200,,HAMILTON ST N,Waterdown Memorial Park,Inventoried,,,,,,,
7781,Hamilton,30,,JOHN ST N,Young & Brother Plumbers,Registered Non-Designated,1850,No,,No,,,No
7782,Hamilton,1257,1261,MAIN ST E,,Inventoried,1950,No,,No,,,No
7783,Hamilton,5,,MOUNT ROYAL AVE,,Inventoried,1898,No,,No,,,No
7784,Hamilton,79,,AUGUSTA ST,,Inventoried,,No,,No,,,No
7785,Hamilton,119,,EAST AVE S,,Inventoried,,No,,No,,,No
7786,Hamilton,168,,RAY ST N,,Inventoried,,No,,No,,,No
7787,Hamilton,107,,MARY ST,,Inventoried,1977,No,,No,,,No
7788,Flamborough,1768,,8TH CON RD W,,Inventoried,,No,,No,,,No
7789,Dundas,270,,PARK ST W,,Inventoried,,,,,,,
7790,Hamilton,628,630,BARTON ST E,,Inventoried,1910,,,,,,
7791,Hamilton,625,,BARTON ST E,,Inventoried,1890,,,,,,
7792,Hamilton,623,,BARTON ST E,,Inventoried,1890,,,,,,
7793,Hamilton,627,,BARTON ST E,,Inventoried,1907,,,,,,
7794,Hamilton,622,,BARTON ST E,,Inventoried,1910,,,,,,
7795,Hamilton,620,,BARTON ST E,,Inventoried,1910,,,,,,
7796,Hamilton,618,,BARTON ST E,,Inventoried,1910,,,,,,
7797,Hamilton,616,,BARTON ST E,,Inventoried,1910,,,,,,
7798,Flamborough,37,,MILL ST S,,Designated,1867,No,96-34-H,Yes,Mill Street,,No
7799,Flamborough,41,,MILL ST S,"Read Baker House; Kennedy House",Designated,1840,No,96-34-H,Yes,Mill Street,,No
7800,Flamborough,40,42,MILL ST S,"Cummer Stone Row; Worker Housing",Designated,1851,No,96-34-H,Yes,Mill Street,,No
7801,Flamborough,1174,,CENTRE RD,,Inventoried,1860,,,,,,
7802,Dundas,190,,MELVILLE ST,,Inventoried,1840,,,,,,
7803,Dundas,31,,NAPIER ST N,Red Clay Brick House,Designated,1857,Yes,3458-84,No,,,No
7804,Hamilton,828,,SANATORIUM RD,Long & Bisby Building,Registered Non-Designated,1920,,,,,,
7805,Dundas,15,,WITHERSPOON ST,Worker's Cottage,Designated,1875,Yes,3647-87,No,,,No
7806,Hamilton,104,,PEARL ST S,,Inventoried,1880,No,,No,,,No
7807,Flamborough,576,,LYNDEN RD,,Inventoried,,No,,No,,,No
7808,Hamilton,1145,,MAIN ST E,The Renfrew,Inventoried,1950,No,,No,,,No
7809,Ancaster,275,,WILSON ST E,Ryerson United Church,Inventoried,1869,No,,No,,,No
7810,Hamilton,229,,BAY ST S,,Registered Non-Designated,1870,No,,No,,,No
7811,Hamilton,957,,BEACH BLVD,,Designated,1891,No,00-135,Yes,Hamilton Beach,,No
7812,Hamilton,781,,MAIN ST E,,Inventoried,1940,No,,No,,,No
7813,Hamilton,91,,AUGUSTA ST,,Inventoried,,No,,No,,,No
7814,Flamborough,1490,,HIGHWAY 6,,Inventoried,,No,,No,,,No
7815,Hamilton,131,,STINSON ST,,Inventoried,,No,,No,,,No
7816,Hamilton,175,,LAWRENCE ST,Century Brick,Inventoried,,,,,,,
7817,Hamilton,608,,BARTON ST E,,Inventoried,1895,,,,,,
7818,Hamilton,606,,BARTON ST E,,Inventoried,1895,,,,,,
7819,Hamilton,604,,BARTON ST E,,Inventoried,1895,,,,,,
7820,Hamilton,600,,BARTON ST E,,Inventoried,1910,,,,,,
7821,Hamilton,602,,BARTON ST E,,Inventoried,1910,,,,,,
7822,Hamilton,594,,BARTON ST E,,Inventoried,1920,,,,,,
7823,Hamilton,583,,BARTON ST E,,Inventoried,1900,,,,,,
7824,Hamilton,585,587,BARTON ST E,,Inventoried,1910,,,,,,
7825,Hamilton,641,645,KING ST E,The Alpheus,Inventoried,,,,,,,
7826,Flamborough,45,,MILL ST S,,Designated,1890,No,96-34-H,Yes,Mill Street,,No
7827,Flamborough,63,,MILL ST S,Maplebank,Designated,1850,No,96-34-H,Yes,Mill Street,,No
7828,Dundas,311,,DUNDAS ST E,,Inventoried,1920,,,,,,
7829,Flamborough,313,,DUNDAS ST E,,Inventoried,1928,,,,,,
7830,Flamborough,307,309,DUNDAS ST E,Dale's General Store,Registered Non-Designated,1915,No,,No,,,No
7831,Hamilton,62,,CAROLINE ST S,Dunedin Apartments,Registered Non-Designated,1930,No,,No,,,No
7832,Hamilton,1072,,MAIN ST E,Childrens Museum,Registered Non-Designated,,No,,No,,,No
7833,Hamilton,8,,WEST AVE N,,Inventoried,,No,,No,,,No
7834,Flamborough,1468,,2ND CON RD W,,Inventoried,1867,No,,No,,,No
7835,Flamborough,560,,6TH CON RD E,Featherston House,Inventoried,1880,No,,No,,,No
7836,Hamilton,24,,POULETTE ST,,Inventoried,1885,No,,No,,,No
7837,Hamilton,589,593,BARTON ST E,,Inventoried,1910,,,,,,
7838,Hamilton,563,,BARTON ST E,,Inventoried,1890,,,,,,
